Time, Head-X, Head-Y, Head-Z, Head-rX, Head-rY, Head-rZ, LeftHand-X, LeftHand-Y, LeftHand-Z, LeftHand-rX, LeftHand-rY, LeftHand-rZ, RightHand-X, RightHand-Y, RightHand-Z, RightHand-rX, RightHand-rY, RightHand-rZ
1132.082, 40.660, 9.433, -1.721, 34.880, 13.686, 357.439, 40.849, 9.013, -1.764, 347.886, 38.944, 1.703, 40.736, 9.031, -1.596, 338.680, 48.108, 5.466
1132.582, 40.521, 9.232, -0.641, 37.238, 42.274, 3.218, 40.674, 8.815, -0.697, 347.345, 48.640, 1.437, 40.595, 8.819, -0.534, 341.287, 66.161, 349.323
1133.082, 41.331, 6.995, -0.360, 34.432, 48.428, 2.272, 41.498, 6.594, -0.427, 342.043, 58.628, 347.324, 41.415, 6.572, -0.227, 345.920, 52.895, 3.023
1133.582, 41.319, 2.257, -0.376, 32.485, 56.872, 1.718, 41.445, 1.814, -0.406, 349.990, 37.346, 24.823, 41.417, 1.765, -0.276, 8.472, 71.646, 350.734
1134.082, 41.307, 0.485, -0.377, 4.918, 57.694, 359.682, 41.486, 0.025, -0.415, 338.622, 74.077, 4.611, 41.396, 0.010, -0.242, 339.679, 64.619, 352.076
1134.582, 41.334, 0.492, -0.371, 0.553, 42.004, 1.752, 41.524, -0.001, -0.341, 349.954, 69.746, 2.328, 41.408, -0.011, -0.212, 349.286, 34.489, 359.111
1135.082, 41.417, 0.474, -0.401, 7.794, 10.117, 357.970, 41.526, -0.023, -0.299, 357.328, 32.440, 5.059, 41.357, -0.054, -0.259, 4.278, 357.924, 357.225
1135.582, 41.375, 0.487, -0.413, 4.252, 4.693, 357.630, 41.469, 0.006, -0.249, 352.258, 27.784, 5.283, 41.293, -0.015, -0.232, 352.889, 353.067, 351.143
1136.082, 41.323, 0.489, -0.416, 4.454, 8.812, 358.523, 41.399, 0.018, -0.246, 347.621, 20.152, 5.187, 41.241, 0.001, -0.230, 345.822, 354.094, 349.773
1136.582, 41.323, 0.478, -0.397, 12.593, 7.040, 358.921, 41.454, -0.003, -0.256, 357.018, 29.071, 4.516, 41.228, -0.023, -0.241, 355.029, 349.853, 352.929
1137.082, 41.324, 0.506, -0.385, 352.595, 4.994, 0.112, 41.441, -0.008, -0.261, 353.828, 20.743, 10.507, 41.234, -0.024, -0.244, 352.745, 350.077, 352.218
1137.582, 41.320, 0.528, -0.432, 333.153, 2.271, 0.104, 41.429, 0.003, -0.247, 351.344, 17.104, 9.177, 41.225, -0.016, -0.238, 351.334, 347.184, 353.161
1138.082, 41.311, 0.497, -0.430, 359.079, 358.745, 0.602, 41.388, 0.020, -0.255, 339.074, 359.246, 11.175, 41.243, 0.004, -0.257, 347.886, 6.945, 3.906
